LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,SA2_MAINCODE,SA2_NAME,RATIO,PERCENT
NSW1310,BRUAH,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,BUNGLEGUMBIE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,BURRABADINE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,BURRABADINE NORTH,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,BUTLERS FALLS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,CHURCHILL GARDENS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,CUMBOOGLE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DELROY,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DELROY HEIGHTS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUBBO EAST,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUBBO GROVE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUBBO NORTH,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUBBO SOUTH,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUBBO WEST,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUNDULLIMAL,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DUNGARY,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,DURRAWEEN,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,EAST DUBBO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,ERSKINE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,ESCHOL,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,EULOMOGO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,FIRGROVE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,GLENGERRA,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,HYANDRA,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,JAYMARK,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,JONES CREEK,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,KINGS GAP,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MANERA HEIGHTS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MINORE FALLS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MOUNTAIN CREEK,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MUGGA DOWNS,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MUGGA HILL,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,MURRUMBIDGERIE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,N BURRABADINE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,N DUBBO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,NARROMINE EAST,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,NEWBURY PARK,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,NORTH BURRABADINE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,NORTH DUBBO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,OAKDENE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,RAYMOND HILL,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,RICHMOND,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,ROCKY ROAD,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,SAPPA BULGA,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,TALBRAGAR,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,THE PINNACLE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,TROY,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,TROY JUNCTION,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,W DUBBO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,WARRIE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,WEST DUBBO,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,WHYLANDRA,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,WOODSTOCK,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,YARANDALE,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1310,YARRABAR,ALIAS LOCALITY,2830,NSW,105031101,Dubbo - South,0.4310942,43.109421
NSW1311,DUCK CREEK,GAZETTED LOCALITY,2469,NSW,112021245,Casino Region,1,100
NSW1312,DUCKENFIELD,GAZETTED LOCALITY,2321,NSW,106021118,Thornton - Millers Forest,1,100
NSW1313,DUCKMALOI,GAZETTED LOCALITY,2787,NSW,103011061,Oberon,1,100
NSW1314,DUDLEY,GAZETTED LOCALITY,2290,NSW,111011208,Charlestown - Dudley,1,100
NSW1314,DUDLEY BEACH,ALIAS LOCALITY,2290,NSW,111011208,Charlestown - Dudley,1,100
NSW1314,DUDLEY PARK,ALIAS LOCALITY,2290,NSW,111011208,Charlestown - Dudley,1,100
NSW1315,DUFFYS FOREST,GAZETTED LOCALITY,2084,NSW,122031432,Terrey Hills - Duffys Forest,1,100
NSW1316,DULGUIGAN,GAZETTED LOCALITY,2484,NSW,112031252,Murwillumbah Region,1,100
NSW1317,DULWICH HILL,GAZETTED LOCALITY,2203,NSW,120031394,Dulwich Hill - Lewisham,0.9937965,99.3796505
NSW1318,DUM DUM,GAZETTED LOCALITY,2484,NSW,112031252,Murwillumbah Region,1,100
NSW1319,DUMARESQ,GAZETTED LOCALITY,2350,NSW,110011187,Armidale Region - North,1,100
NSW1320,DUMARESQ ISLAND,GAZETTED LOCALITY,2430,NSW,108051169,Taree,1,100
NSW1320,DUMARESQ IS,ALIAS LOCALITY,2430,NSW,108051169,Taree,1,100
NSW5023,DUMARESQ VALLEY,GAZETTED LOCALITY,2372,NSW,110021194,Tenterfield,1,100
NSW1321,DUMBUDGERY,GAZETTED LOCALITY,2460,NSW,104011081,Grafton Region,1,100
NSW1322,DUNBIBLE,GAZETTED LOCALITY,2484,NSW,112031252,Murwillumbah Region,1,100
NSW1323,DUNBOGAN,GAZETTED LOCALITY,2443,NSW,108041162,Laurieton - Bonny Hills,1,100
NSW1323,DICKS HILL,ALIAS LOCALITY,2443,NSW,108041162,Laurieton - Bonny Hills,1,100
NSW1324,DUNCANS CREEK,GAZETTED LOCALITY,2340,NSW,110041205,Tamworth Region,1,100
NSW1325,DUNDAS,GAZETTED LOCALITY,2117,NSW,125021477,Ermington - Rydalmere,0.8491941,84.919409
NSW1326,DUNDAS VALLEY,GAZETTED LOCALITY,2117,NSW,125021478,Oatlands - Dundas Valley,0.9950166,99.5016597
NSW1327,DUNDEE,GAZETTED LOCALITY,2370,NSW,110021190,Glen Innes,1,100
NSW1329,DUNDURRABIN,GAZETTED LOCALITY,2453,NSW,104021087,Dorrigo,1,100
NSW1329,ELLIS STATE FOREST,ALIAS LOCALITY,2453,NSW,104021087,Dorrigo,1,100
NSW1329,OPOSSUM CREEK,ALIAS LOCALITY,2453,NSW,104021087,Dorrigo,1,100
NSW1330,DUNEDOO,GAZETTED LOCALITY,2844,NSW,103031074,Mudgee Region - West,0.9937777,99.3777742
NSW1330,COBBORA,ALIAS LOCALITY,2844,NSW,103031074,Mudgee Region - West,0.9937777,99.3777742
NSW1330,CRABOON,ALIAS LOCALITY,2844,NSW,103031074,Mudgee Region - West,0.9937777,99.3777742
NSW1330,MEDWAY,ALIAS LOCALITY,2844,NSW,103031074,Mudgee Region - West,0.9937777,99.3777742
NSW1331,DUNGARUBBA,GAZETTED LOCALITY,2480,NSW,112021249,Lismore Region,1,100
NSW1333,DUNGAY,GAZETTED LOCALITY,2484,NSW,112031252,Murwillumbah Region,1,100
NSW1334,DUNGEREE,GAZETTED LOCALITY,2849,NSW,103031073,Mudgee Region - East,0.999985,99.9985002
NSW1335,DUNGOG,GAZETTED LOCALITY,2420,NSW,106011110,Dungog,1,100
NSW1335,DUNGOG SHIRE,ALIAS LOCALITY,2420,NSW,106011110,Dungog,1,100
NSW1335,VIA DUNGOG,ALIAS LOCALITY,2420,NSW,106011110,Dungog,1,100
NSW1336,DUNGOWAN,GAZETTED LOCALITY,2340,NSW,110041205,Tamworth Region,1,100
NSW1337,DUNKELD,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Region,0.7733729,77.3372865
NSW1338,DUNMORE,GAZETTED LOCALITY,2529,NSW,107031141,Shellharbour - Flinders,0.9999988,99.9998766
NSW1339,DUNOLLY,GAZETTED LOCALITY,2330,NSW,106011112,Singleton,1,100
NSW1340,DUNOON,GAZETTED LOCALITY,2480,NSW,112021249,Lismore Region,1,100
NSW1341,DUNS CREEK,GAZETTED LOCALITY,2321,NSW,106031123,Seaham - Woodville,1,100
NSW1341,DUNNS CREEK,ALIAS LOCALITY,2321,NSW,106031123,Seaham - Woodville,1,100
NSW1342,DUNVILLE LOOP,GAZETTED LOCALITY,2849,NSW,103031071,Lithgow Region,0.8615192,86.1519158
NSW1343,DURAL,GAZETTED LOCALITY,2330,NSW,106011113,Singleton Region,1,100
NSW1344,DURAL,GAZETTED LOCALITY,2158,NSW,115021297,Dural - Kenthurst - Wisemans Ferry,1,100
NSW1344,ROUND CORNER,ALIAS LOCALITY,2158,NSW,115021297,Dural - Kenthurst - Wisemans Ferry,1,100
NSW1345,DURAMANA,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Region,1,100
NSW1346,DURANBAH,GAZETTED LOCALITY,2487,NSW,112031253,Pottsville,0.9999955,99.9995463
NSW1347,DURI,GAZETTED LOCALITY,2344,NSW,110041205,Tamworth Region,1,100
NSW1348,DUROBY,GAZETTED LOCALITY,2486,NSW,112031254,Tweed Heads,1,100
NSW1349,DURRAN DURRA,GAZETTED LOCALITY,2622,NSW,101021007,Braidwood,1,100
NSW1350,DURRAS NORTH,GAZETTED LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland,1,100
NSW1350,NORTH DURRAS,ALIAS LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland,1,100
NSW1352,DURREN DURREN,GAZETTED LOCALITY,2259,NSW,102021049,Jilliby - Yarramalong,1,100
NSW1353,DUVAL,GAZETTED LOCALITY,2350,NSW,110011187,Armidale Region - North,1,100
NSW1354,DYERS CROSSING,GAZETTED LOCALITY,2429,NSW,108051170,Taree Region,1,100
NSW1355,DYRAABA,GAZETTED LOCALITY,2470,NSW,112021245,Casino Region,1,100
NSW1355,DYRAABA CREEK,ALIAS LOCALITY,2470,NSW,112021245,Casino Region,1,100
NSW1356,DYRRING,GAZETTED LOCALITY,2330,NSW,106011113,Singleton Region,1,100
NSW1357,EAGLE VALE,GAZETTED LOCALITY,2558,NSW,123021438,Claymore - Eagle Vale - Raby,1,100
NSW1358,EAGLETON,GAZETTED LOCALITY,2324,NSW,106031122,Raymond Terrace,1,100
NSW1359,EARLWOOD,GAZETTED LOCALITY,2206,NSW,119021364,Kingsgrove (North) - Earlwood,0.9953572,99.5357183
NSW1359,UNDERCLIFFE,ALIAS LOCALITY,2206,NSW,119021364,Kingsgrove (North) - Earlwood,0.9953572,99.5357183
NSW1360,EAST ALBURY,GAZETTED LOCALITY,2640,NSW,109011172,Albury - East,1,99.9999996
NSW1360,ALBURY EAST,ALIAS LOCALITY,2640,NSW,109011172,Albury - East,1,99.9999996
NSW1360,E ALBURY,ALIAS LOCALITY,2640,NSW,109011172,Albury - East,1,99.9999996
NSW1361,EAST BALLINA,GAZETTED LOCALITY,2478,NSW,112011236,Ballina,0.9996044,99.9604359
NSW1361,ANGELS BEACH,ALIAS LOCALITY,2478,NSW,112011236,Ballina,0.9996044,99.9604359
NSW1361,BALLINA EAST,ALIAS LOCALITY,2478,NSW,112011236,Ballina,0.9996044,99.9604359
NSW1361,E BALLINA,ALIAS LOCALITY,2478,NSW,112011236,Ballina,0.9996044,99.9604359
NSW1361,SHELLY BEACH,ALIAS LOCALITY,2478,NSW,112011236,Ballina,0.9996044,99.9604359
NSW1363,EAST BRANXTON,GAZETTED LOCALITY,2335,NSW,106011107,Branxton - Greta - Pokolbin,1,100
NSW1363,E BRANXTON,ALIAS LOCALITY,2335,NSW,106011107,Branxton - Greta - Pokolbin,1,100
NSW1364,EAST CORAKI,GAZETTED LOCALITY,2471,NSW,112021249,Lismore Region,1,100
NSW1364,DELELVIN,ALIAS LOCALITY,2471,NSW,112021249,Lismore Region,1,100
NSW1364,E CORAKI,ALIAS LOCALITY,2471,NSW,112021249,Lismore Region,1,100
NSW1365,EAST CORRIMAL,GAZETTED LOCALITY,2518,NSW,107041145,Corrimal - Tarrawanna - Bellambi,0.9999999,99.9999873
NSW1365,CORRIMAL BEACH,ALIAS LOCALITY,2518,NSW,107041145,Corrimal - Tarrawanna - Bellambi,0.9999999,99.9999873
NSW1365,CORRIMAL EAST,ALIAS LOCALITY,2518,NSW,107041145,Corrimal - Tarrawanna - Bellambi,0.9999999,99.9999873
NSW1365,E CORRIMAL,ALIAS LOCALITY,2518,NSW,107041145,Corrimal - Tarrawanna - Bellambi,0.9999999,99.9999873
NSW1366,EAST GOSFORD,GAZETTED LOCALITY,2250,NSW,102011032,Gosford - Springfield,1,100
NSW1366,E GOSFORD,ALIAS LOCALITY,2250,NSW,102011032,Gosford - Springfield,1,100
NSW1366,GOSFORD EAST,ALIAS LOCALITY,2250,NSW,102011032,Gosford - Springfield,1,100
NSW1367,EAST GRESFORD,GAZETTED LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1367,CAMYR ALLYN,ALIAS LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1367,E GRESFORD,ALIAS LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1367,GRESFORD EAST,ALIAS LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1368,EAST HILLS,GAZETTED LOCALITY,2213,NSW,119011359,Panania - Milperra - Picnic Point,1,100
NSW1368,E HILLS,ALIAS LOCALITY,2213,NSW,119011359,Panania - Milperra - Picnic Point,1,100
NSW1368,HILLS EAST,ALIAS LOCALITY,2213,NSW,119011359,Panania - Milperra - Picnic Point,1,100
NSW1369,EAST JINDABYNE,GAZETTED LOCALITY,2627,NSW,101031016,Jindabyne - Berridale,1,100
NSW1369,E JINDABYNE,ALIAS LOCALITY,2627,NSW,101031016,Jindabyne - Berridale,1,100
NSW1369,JINDABYNE EAST,ALIAS LOCALITY,2627,NSW,101031016,Jindabyne - Berridale,1,100
NSW1370,EAST KANGALOON,GAZETTED LOCALITY,2576,NSW,114021288,Robertson - Fitzroy Falls,1,100
NSW1370,E KANGALOON,ALIAS LOCALITY,2576,NSW,114021288,Robertson - Fitzroy Falls,1,100
NSW1370,MOUNT BUTLER,ALIAS LOCALITY,2576,NSW,114021288,Robertson - Fitzroy Falls,1,100
NSW1371,EAST KEMPSEY,GAZETTED LOCALITY,2440,NSW,108021155,Kempsey,1,100
NSW1371,E KEMPSEY,ALIAS LOCALITY,2440,NSW,108021155,Kempsey,1,100
NSW1371,KEMPSEY EAST,ALIAS LOCALITY,2440,NSW,108021155,Kempsey,1,100
NSW1372,EAST KILLARA,GAZETTED LOCALITY,2071,NSW,121031407,Gordon - Killara,1,100
NSW1372,E KILLARA,ALIAS LOCALITY,2071,NSW,121031407,Gordon - Killara,1,100
NSW1372,KILLARA EAST,ALIAS LOCALITY,2071,NSW,121031407,Gordon - Killara,1,100
NSW1373,EAST KURRAJONG,GAZETTED LOCALITY,2758,NSW,115031300,Kurrajong Heights - Ebenezer,1,100
NSW1373,E KURRAJONG,ALIAS LOCALITY,2758,NSW,115031300,Kurrajong Heights - Ebenezer,1,100
NSW1373,KURRAJONG EAST,ALIAS LOCALITY,2758,NSW,115031300,Kurrajong Heights - Ebenezer,1,100
NSW1373,ROBERTS CREEK,ALIAS LOCALITY,2758,NSW,115031300,Kurrajong Heights - Ebenezer,1,100
NSW1374,EAST LINDFIELD,GAZETTED LOCALITY,2070,NSW,121031408,Lindfield - Roseville,1,100
NSW1374,E LINDFIELD,ALIAS LOCALITY,2070,NSW,121031408,Lindfield - Roseville,1,100
NSW1374,LINDFIELD EAST,ALIAS LOCALITY,2070,NSW,121031408,Lindfield - Roseville,1,100
NSW1375,EAST LISMORE,GAZETTED LOCALITY,2480,NSW,112021248,Lismore,1,100
NSW1375,E LISMORE,ALIAS LOCALITY,2480,NSW,112021248,Lismore,1,100
NSW1375,GUNDURIMBA RESERVE,ALIAS LOCALITY,2480,NSW,112021248,Lismore,1,100
NSW1375,LISMORE EAST,ALIAS LOCALITY,2480,NSW,112021248,Lismore,1,100
NSW1376,EAST LYNNE,GAZETTED LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland,1,100
NSW1376,E LYNNE,ALIAS LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland,1,100
NSW1376,LYNNE EAST,ALIAS LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland,1,100
NSW1377,EAST MAITLAND,GAZETTED LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,BLOOMFIELD,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,E MAITLAND,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,LORN,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,MAITLAND,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,MAITLAND EAST,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1377,MILLERS FOREST,ALIAS LOCALITY,2323,NSW,106021115,Maitland - East,0.9992585,99.9258547
NSW1378,EAST RYDE,GAZETTED LOCALITY,2113,NSW,126021501,North Ryde - East Ryde,1,100
NSW1378,E RYDE,ALIAS LOCALITY,2113,NSW,126021501,North Ryde - East Ryde,1,100
NSW1378,RYDE EAST,ALIAS LOCALITY,2113,NSW,126021501,North Ryde - East Ryde,1,100
NSW1379,EAST SEAHAM,GAZETTED LOCALITY,2324,NSW,106031123,Seaham - Woodville,1,100
NSW1379,E SEAHAM,ALIAS LOCALITY,2324,NSW,106031123,Seaham - Woodville,1,100
NSW1379,SEAHAM EAST,ALIAS LOCALITY,2324,NSW,106031123,Seaham - Woodville,1,100
NSW1380,EAST TAMWORTH,GAZETTED LOCALITY,2340,NSW,110041203,Tamworth - North,1,100
NSW1380,E TAMWORTH,ALIAS LOCALITY,2340,NSW,110041203,Tamworth - North,1,100
NSW1380,TAMWORTH EAST,ALIAS LOCALITY,2340,NSW,110041203,Tamworth - North,1,100
NSW1381,EAST WAGGA WAGGA,GAZETTED LOCALITY,2650,NSW,113031267,Wagga Wagga - East,1,100
NSW1381,E WAGGA WAGGA,ALIAS LOCALITY,2650,NSW,113031267,Wagga Wagga - East,1,100
NSW1381,WAGGA WAGGA EAST,ALIAS LOCALITY,2650,NSW,113031267,Wagga Wagga - East,1,100
NSW1382,EAST WARDELL,GAZETTED LOCALITY,2477,NSW,112011237,Ballina Region,1,100
NSW1382,E WARDELL,ALIAS LOCALITY,2477,NSW,112011237,Ballina Region,1,100
NSW1382,PATCHES BEACH,ALIAS LOCALITY,2477,NSW,112011237,Ballina Region,1,100
NSW1382,WARDELL EAST,ALIAS LOCALITY,2477,NSW,112011237,Ballina Region,1,100
NSW1383,EASTERN CREEK,GAZETTED LOCALITY,2766,NSW,116031319,Rooty Hill - Minchinbury,0.9908694,99.0869397
NSW1384,EASTGARDENS,GAZETTED LOCALITY,2036,NSW,117011323,Pagewood - Hillsdale - Daceyville,1,100
NSW1385,EASTLAKES,GAZETTED LOCALITY,2018,NSW,117011322,Mascot - Eastlakes,1,100
NSW1386,EASTWOOD,GAZETTED LOCALITY,2122,NSW,126021497,Eastwood - Denistone,0.9965224,99.6522357
NSW1387,EATONSVILLE,GAZETTED LOCALITY,2460,NSW,104011081,Grafton Region,1,100
NSW1388,EBENEZER,GAZETTED LOCALITY,2756,NSW,115031300,Kurrajong Heights - Ebenezer,0.9966925,99.6692517
NSW1389,EBOR,GAZETTED LOCALITY,2453,NSW,110011187,Armidale Region - North,1,100
NSW1389,GUY FAWKES,ALIAS LOCALITY,2453,NSW,110011187,Armidale Region - North,1,100
NSW1390,ECCLESTON,GAZETTED LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1390,MASSEYS CREEK,ALIAS LOCALITY,2311,NSW,106011110,Dungog,1,100
NSW1391,EDDERTON,GAZETTED LOCALITY,2333,NSW,106041127,Muswellbrook Region,1,100
NSW1392,EDEN,GAZETTED LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1393,EDEN CREEK,GAZETTED LOCALITY,2474,NSW,112021247,Kyogle,1,100
NSW1393,LOWER EDEN CREEK,ALIAS LOCALITY,2474,NSW,112021247,Kyogle,1,100
NSW1392,ASLINGS BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,BRANDY CREEK BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,COCORA BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,CURRAWULLA BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,HAYCOCK BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,LONG BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,PAMBULA,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,PINNACLES BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,QUONDOLO BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1392,RIXONS BEACH,ALIAS LOCALITY,2551,NSW,101041023,Eden,1,100
NSW1394,EDENSOR PARK,GAZETTED LOCALITY,2176,NSW,127021514,Edensor Park,0.9969434,99.6943363
NSW1395,EDENVILLE,GAZETTED LOCALITY,2474,NSW,112021247,Kyogle,1,100
NSW1396,EDGECLIFF,GAZETTED LOCALITY,2027,NSW,118011343,Double Bay - Bellevue Hill,0.9212251,92.1225093
NSW1397,EDGEROI,GAZETTED LOCALITY,2390,NSW,110031198,Narrabri Region,1,100
NSW1398,EDGEWORTH,GAZETTED LOCALITY,2285,NSW,111021217,Edgeworth - Cameron Park,0.9941902,99.4190225
NSW1398,COCKLE CREEK,ALIAS LOCALITY,2285,NSW,111021217,Edgeworth - Cameron Park,0.9941902,99.4190225
NSW1399,EDITH,GAZETTED LOCALITY,2787,NSW,103011061,Oberon,1,100
NSW1400,EDMONDSON PARK,GAZETTED LOCALITY,2174,NSW,127031526,Prestons - Lurnea,0.9173564,91.7356406
NSW1401,EDROM,GAZETTED LOCALITY,2551,NSW,101041020,Bega-Eden Hinterland,1,100
NSW1401,FISHERIES BEACH,ALIAS LOCALITY,2551,NSW,101041020,Bega-Eden Hinterland,1,100
NSW1402,EENAWEENA,GAZETTED LOCALITY,2824,NSW,105011095,Nyngan - Warren,1,100
NSW1403,EGLINTON,GAZETTED LOCALITY,2795,NSW,103011058,Bathurst,1,100
NSW1404,EIGHTEEN MILE,GAZETTED LOCALITY,2460,NSW,104011081,Grafton Region,1,100
NSW1405,ELANDS,GAZETTED LOCALITY,2429,NSW,108051170,Taree Region,1,100
NSW1405,BULGONG,ALIAS LOCALITY,2429,NSW,108051170,Taree Region,1,100
NSW1405,KINGS HEAD,ALIAS LOCALITY,2429,NSW,108051170,Taree Region,1,100
NSW1406,ELANORA HEIGHTS,GAZETTED LOCALITY,2101,NSW,122021421,Bayview - Elanora Heights,0.9760805,97.608049
NSW1406,ELANORA,ALIAS LOCALITY,2101,NSW,122021421,Bayview - Elanora Heights,0.9760805,97.608049
NSW1407,ELCOMBE,GAZETTED LOCALITY,2404,NSW,110021193,Inverell Region - West,1,100
NSW1408,ELDERSLIE,GAZETTED LOCALITY,2570,NSW,123011434,Elderslie - Harrington Park,1,100
NSW1409,ELDERSLIE,GAZETTED LOCALITY,2335,NSW,106011113,Singleton Region,1,100
NSW1410,ELEEBANA,GAZETTED LOCALITY,2282,NSW,111011213,Valentine - Eleebana,0.995809,99.5809024
NSW1411,ELERMORE VALE,GAZETTED LOCALITY,2287,NSW,111031233,Wallsend - Elermore Vale,0.9901845,99.0184547
NSW1411,WALLSEND SOUTH,ALIAS LOCALITY,2287,NSW,111031233,Wallsend - Elermore Vale,0.9901845,99.0184547
NSW1412,ELIZABETH BAY,GAZETTED LOCALITY,2011,NSW,117031333,Potts Point - Woolloomooloo,1,100
NSW1412,PANANIA,ALIAS LOCALITY,2011,NSW,117031333,Potts Point - Woolloomooloo,1,100
NSW1413,ELIZABETH BEACH,GAZETTED LOCALITY,2428,NSW,108011153,Forster-Tuncurry Region,1,100
NSW1413,SHELLY BEACH,ALIAS LOCALITY,2428,NSW,108011153,Forster-Tuncurry Region,1,100
NSW5068,ELIZABETH HILLS,GAZETTED LOCALITY,2171,NSW,127011507,Green Valley - Cecil Hills,1,100
NSW1414,ELLALONG,GAZETTED LOCALITY,2325,NSW,106011109,Cessnock Region,1,100
NSW1415,ELLAND,GAZETTED LOCALITY,2460,NSW,104011081,Grafton Region,1,100
NSW1415,BUSHY PARK,ALIAS LOCALITY,2460,NSW,104011081,Grafton Region,1,100
NSW1416,ELLANGOWAN,GAZETTED LOCALITY,2470,NSW,112021245,Casino Region,1,100
NSW1416,BORA RIDGE,ALIAS LOCALITY,2470,NSW,112021245,Casino Region,1,100
NSW1417,ELLENBOROUGH,GAZETTED LOCALITY,2446,NSW,108041165,Port Macquarie Region,1,100
NSW1418,ELLERSLIE,GAZETTED LOCALITY,2729,NSW,113021262,Tumut Region,1,100
